,label,fu,fb,fv,fr,fi,fj,nuv,enuv,fuv,efuv,Vr,ra (deg),dec (deg)
1110,3,6,6,24,6,24,0,21.79,0.13,999,999,52593,11.36,41.76
1111,1,6,6,24,6,7,0,22.12,0.11,999,999,33193,11.37,41.7
1112,1,6,6,24,6,24,0,20.69,0.02,21.34,0.04,53857,11.37,41.82
1113,1,6,6,24,6,24,0,999,999,999,999,38161,11.38,41.83
1114,2,6,6,24,6,24,0,999,999,999,999,29955,11.39,41.73
1115,1,6,6,24,6,7,0,999,999,999,999,45565,11.39,41.73
1116,3,6,6,24,6,24,0,22.16,0.16,999,999,16860,11.39,41.81
1117,1,6,6,24,6,24,0,999,999,999,999,43398,11.39,41.71
1118,1,6,6,24,6,24,0,20.34,0.03,20.95,0.06,22496,11.4,41.76
1119,1,6,6,24,6,24,0,999,999,999,999,35708,11.41,41.67
1120,3,6,6,24,6,24,0,20.26,0.01,20.93,0.03,39863,11.42,41.78
1121,2,6,6,24,6,24,0,21.32,0.04,22.22,0.08,36113,11.42,41.74
1122,1,6,6,24,6,24,0,21.06,0.05,21.77,0.12,28633,11.44,41.81
1123,4,6,6,24,6,24,0,999,999,999,999,15436,11.44,41.76
1124,1,6,6,24,6,24,0,999,999,999,999,38107,11.45,41.81
1125,1,6,6,24,6,24,0,20.18,0.03,20.64,0.07,38643,11.46,41.66
1126,2,9,9,0,0,9,0,999,999,999,999,32180,8.55,39.4
1127,2,6,0,0,6,6,0,999,999,999,999,28567,10.04,40.61
1128,1,9,9,0,9,0,0,999,999,999,999,99999,10.09,41.68
1129,1,9,9,0,9,0,0,999,999,999,999,99999,10.11,41.71
1130,1,7,7,0,7,7,0,999,999,999,999,99999,10.13,40.76
1131,1,7,7,7,7,7,0,999,999,999,999,99999,10.13,40.75
1132,5,9,7,0,7,0,0,20.91,0.07,21.52,0.15,99999,10.13,41.44
1133,3,7,7,0,7,7,5,22.56,0.11,999,999,41689,10.14,41.65
1134,1,6,6,0,6,0,0,20.84,0.06,21.82,0.16,38077,10.15,40.56
1135,1,6,6,6,6,6,0,22.65,0.18,999,999,69417,10.19,40.89
1136,1,6,6,0,6,0,5,999,999,999,999,16483,10.21,40.68
1137,1,7,7,0,7,0,0,22.38,0.06,23.11,0.18,99999,10.26,40.58
1138,2,6,6,6,6,0,0,21.73,0.05,22.31,0.08,99999,10.44,41.56
1139,4,7,7,0,7,0,0,999,999,999,999,99999,10.5,40.8
1140,5,6,6,6,6,0,0,22.55,0.1,23.15,0.19,99999,10.61,40.56
1141,1,6,6,0,6,0,0,999,999,999,999,40997,10.69,41.29
1142,1,6,6,0,6,6,0,20.29,0.02,20.97,0.04,99999,10.71,40.98
1143,1,7,0,0,7,0,0,999,999,999,999,99999,10.71,41.18
1144,5,6,6,0,6,0,9,999,999,999,999,37342,10.74,40.82
1145,3,6,6,0,6,6,0,20.75,0.06,21.13,0.1,13889,10.74,40.95
1146,3,6,6,0,6,0,0,20.33,0.04,20.85,0.08,21828,10.76,40.9
1147,5,6,6,0,6,0,0,21.56,0.1,999,999,99999,10.77,40.86
1148,1,6,6,0,6,0,0,22.8,0.18,999,999,38832,10.77,41.34
1149,5,6,6,0,6,0,0,22.74,0.13,999,999,27779,10.8,40.88
1150,1,6,6,0,6,0,0,999,999,999,999,36590,10.8,41.05
1151,3,6,6,0,6,0,0,999,999,999,999,27677,11.1,41.75
1152,3,6,6,0,6,0,0,999,999,999,999,99999,11.11,41.76
1153,1,6,6,0,6,0,0,22.86,0.13,999,999,99999,11.16,41.74
1154,1,6,0,0,6,0,0,999,999,999,999,38242,11.41,41.61
1155,4,4,7,0,7,7,0,999,999,999,999,38634,11.4,41.73
1156,3,6,0,0,6,6,0,22.36,0.09,22.22,0.18,37927,11.59,42.11
1157,1,6,6,6,6,6,0,20.94,0.03,21.51,0.07,35675,11.6,42.02
1158,1,7,7,7,7,29,0,19.87,0.02,20.12,0.03,14384,7.79,37.9
1159,1,6,6,0,6,6,0,999,999,999,999,37459,10.62,41.56
1160,3,9,9,10,9,9,0,20.51,0.03,21.17,0.06,38478,13.91,45.41
1161,1,7,7,7,7,7,0,19.95,0.04,20.55,0.08,28930,15,41.9
1162,3,9,9,10,9,9,0,999,999,999,999,31964,3.73,39.08
1163,5,9,9,10,9,9,0,999,999,999,999,31742,12.88,34.13
1164,1,9,9,29,9,9,0,20.8,0.06,21.57,0.14,14612,6.7,39.75
1165,1,9,9,0,9,9,0,22.12,0.07,22.86,0.19,20080,12.68,32.92
1166,1,6,6,6,6,6,0,999,999,999,999,99999,10.42,40.87
1167,1,7,7,6,7,7,0,21.88,0.12,999,999,40670,10.46,40.88
1168,1,6,6,6,6,5,0,20.41,0.05,999,999,32028,10.69,41.31
1169,1,6,6,6,6,6,0,21.28,0.12,999,999,39568,10.73,41.05
1170,2,8,6,6,6,6,0,22.14,0.07,22.93,0.2,99999,10.44,41.21
1171,2,8,9,9,9,9,0,21.21,0.04,21.61,0.07,49700,10.51,41.27
1172,1,8,6,6,6,6,0,20.42,0.02,21.28,0.07,32518,10.55,41.5
1173,2,8,9,9,9,9,0,21.48,0.05,22.44,0.2,28507,10.8,41.4
1174,2,8,9,9,9,9,0,999,999,999,999,38152,10.55,41.43
1175,2,8,6,6,6,6,9,21.63,0.09,22.29,0.18,38544,10.71,41.42
1176,1,9,31,31,31,31,0,22.3,0.17,999,999,37390,9.06,40.97
1177,1,9,9,31,9,31,0,999,999,999,999,33136,11.18,41.96
1178,1,9,9,31,9,31,0,999,999,999,999,16435,11.36,41.94
1179,1,9,9,31,9,31,0,999,999,21.19,0.07,31694,11.29,41.82
1180,1,9,9,31,9,31,0,999,999,999,999,99999,11.09,41.69
1181,1,9,9,31,9,31,0,999,999,999,999,32489,10.87,41.21
1182,1,9,9,31,9,9,0,999,999,999,999,32351,10.47,41.11
1183,1,9,9,31,9,9,0,999,999,999,999,99999,10.56,41.33
1184,1,9,9,31,9,9,0,999,999,999,999,30747,10.57,41.33
1185,1,9,9,31,9,9,0,999,999,999,999,37645,10.59,41.34
1186,5,9,9,10,9,9,0,20.22,0.05,999,999,99999,6.48,40.95
1187,5,9,9,9,9,9,0,999,999,999,999,99999,7.44,37.49
1188,5,9,9,9,9,9,0,999,999,999,999,99999,7.74,45.35
1189,5,9,9,9,9,9,0,999,999,999,999,99999,7.91,40.57
1190,5,9,9,9,9,9,0,999,999,999,999,99999,8.77,42.59
1191,5,9,9,9,9,9,0,999,999,999,999,99999,12.3,38.11
1192,5,9,9,10,9,9,9,999,999,999,999,-116,15.3,39.25
1193,5,9,9,10,9,9,5,999,999,999,999,-220,15.43,40.41
1194,5,9,9,10,9,9,9,999,999,999,999,99999,7.87,40.9
1195,5,9,9,10,9,9,5,999,999,999,999,99999,7.28,39.48
1196,5,9,9,10,9,9,0,999,999,999,999,99999,7.33,38.42
1197,5,9,9,9,9,9,9,999,999,999,999,99999,6.03,44.99
1198,5,9,9,10,9,9,9,999,999,999,999,99999,12.98,47.12
1199,5,9,9,9,9,9,0,999,999,999,999,57275,6.81,35.8
1200,5,9,9,10,9,9,0,999,999,999,999,80362,10.61,37.7
1201,5,9,9,9,9,9,0,999,999,999,999,33667,15.1,42.43
1202,5,9,9,10,9,9,0,999,999,999,999,28189,15.16,42.22
1203,5,9,9,9,9,9,9,999,999,999,999,99999,6.37,37.84
1204,5,9,9,10,9,9,0,999,999,999,999,53177,6.88,40.13
1205,5,9,9,9,9,9,0,999,999,999,999,41600,9.17,37.58
1206,5,9,9,10,9,9,0,999,999,999,999,38544,9.26,37.64
1207,5,9,9,10,9,9,0,999,999,999,999,34005,9.38,36.44
1208,5,9,9,10,9,9,0,999,999,999,999,5783,6.43,41.43
1209,5,9,9,10,9,9,0,999,999,999,999,54982,6.62,44.27
1210,5,9,9,9,9,9,5,999,999,999,999,36098,8.97,37.86
1211,5,9,9,9,9,9,0,999,999,999,999,29901,10.65,37.52
1212,5,9,9,10,9,9,0,999,999,999,999,41281,10.72,39.15
1213,5,9,9,10,9,9,9,999,999,999,999,38600,13.66,45.12
1214,5,9,9,9,9,9,0,999,999,999,999,41848,14.21,40.15
1215,5,9,9,10,9,9,5,21.56,0.05,999,999,86340,15.96,43.34
1216,5,9,9,9,9,9,0,999,999,999,999,99999,4.09,34.2
1217,5,9,9,10,9,9,0,999,999,999,999,99999,5.4,48.23
1218,5,9,9,10,9,9,9,999,999,999,999,62123,17.5,40.41
1219,5,9,9,9,9,9,0,999,999,999,999,99999,0.51,51.61
1220,5,9,9,9,9,9,9,999,999,999,999,-84,1.55,41.5
1221,3,9,9,9,9,9,0,999,999,999,999,99999,7.22,39.09
1222,3,9,9,9,9,9,0,999,999,999,999,53441,11.09,38.73
1223,3,9,9,9,9,9,4,999,999,999,999,31076,9.62,46.14
1224,3,9,9,9,9,9,5,999,999,999,999,99999,7.58,41.29
1225,3,9,9,9,9,9,0,999,999,999,999,99999,7.88,40.55
1226,3,9,9,10,9,9,5,999,999,999,999,99999,12.37,38.44
1227,3,9,9,9,9,9,0,999,999,999,999,99999,7.46,41.72
1228,3,9,9,10,9,9,9,999,999,999,999,99999,6.85,45.13
1229,1,9,9,29,9,29,0,999,999,999,999,99999,7.44,41.22
1230,1,9,9,29,9,29,0,999,999,999,999,99999,7.61,41.61
1231,1,7,7,7,7,29,9,999,999,999,999,99999,9,35.68
1232,1,7,7,7,7,29,0,999,999,999,999,32608,9.71,42.38
1233,1,7,7,7,7,29,0,999,999,999,999,12200,13.6,39.72
1234,1,7,7,7,7,29,0,999,999,999,999,10800,13.93,42.77
1235,1,9,9,29,9,29,0,999,999,999,999,19400,16.86,35.78
1236,4,9,7,29,7,29,0,999,999,999,999,52861,9.58,41.79
1237,4,9,9,29,9,29,0,999,999,999,999,19700,10.73,43.96
1238,4,9,7,29,7,29,0,999,999,999,999,11400,9.52,40.74
1239,4,9,9,29,9,29,0,999,999,999,999,18100,14.56,38.05
1240,1,9,9,29,9,29,0,999,999,999,999,24900,7.01,40.05
1241,1,9,9,29,9,29,0,999,999,999,999,20765,7.38,41.84
1242,1,7,7,29,7,29,0,999,999,999,999,10887,7.98,40.11
1243,1,9,7,29,7,29,0,999,999,999,999,5830,8.56,39.88
1244,1,7,7,7,7,29,0,999,999,999,999,45340,8.57,37.51
1245,1,9,9,29,9,29,0,999,999,999,999,14491,9.37,44.19
1246,1,7,7,7,7,29,0,999,999,999,999,18667,9.52,37.73
1247,1,7,7,29,7,29,0,999,999,999,999,11520,9.64,41.75
1248,1,9,7,29,7,29,0,999,999,999,999,31228,10.06,35.88
1249,1,7,7,7,7,29,0,999,999,999,999,32105,10.16,39.76
1250,1,7,7,29,7,29,0,999,999,999,999,29579,10.6,37.24
1251,1,9,9,29,9,29,0,999,999,999,999,21384,10.9,44.98
1252,1,7,7,7,7,29,0,999,999,999,999,46257,11.06,38.43
1253,1,9,7,7,7,29,0,999,999,999,999,54659,11.47,39.93
1254,1,7,7,7,7,29,0,999,999,999,999,15875,12.21,41.14
1255,1,7,7,7,7,29,0,999,999,999,999,44726,12.44,38.31
1256,1,7,7,29,7,29,0,999,999,999,999,48977,14.89,44.09
1257,1,9,9,29,9,29,0,999,999,999,999,28412,14.86,37.69
1258,4,9,9,29,9,29,0,999,999,999,999,38784,6.39,40.73
1259,4,9,7,29,7,29,0,999,999,999,999,52861,7.13,37.52
1260,4,9,9,29,9,29,0,999,999,999,999,25418,9.13,44.74
1261,4,9,9,29,9,29,0,999,999,999,999,28742,9.65,44.28
1262,4,9,7,7,7,29,0,999,999,999,999,63234,11.36,40.23
1263,4,9,7,7,7,29,0,999,999,999,999,51033,12.69,41.69
1264,4,9,7,29,7,29,0,999,999,999,999,24782,13.65,44.98
1265,4,9,7,29,7,29,0,999,999,999,999,17236,13.82,38.85
1266,4,9,9,29,9,29,0,999,999,999,999,24441,14.57,37.23
1267,3,7,7,7,7,7,0,999,999,999,999,19054,9.14,40.66
1268,1,7,7,7,7,7,9,999,999,999,999,81500,9.15,41.02
1269,3,7,7,7,7,7,9,999,999,999,999,7500,9.29,41.69
1270,1,7,7,7,7,7,9,999,999,999,999,99999,9.51,42.07
1271,1,7,7,7,7,7,5,999,999,999,999,21500,9.75,41.67
1272,3,6,6,6,6,7,0,999,999,999,999,15775,9.92,40.57
1273,1,6,6,6,6,6,0,999,999,999,999,30160,9.93,40.86
1274,3,6,6,6,6,6,0,19.19,0.02,19.59,0.04,16800,10,40.73
1275,3,6,7,6,6,6,0,20.95,0.05,21.77,0.12,36600,10.02,40.94
1276,3,6,6,6,6,6,5,999,999,999,999,41880,10.03,40.59
1277,3,6,6,6,6,6,0,999,999,999,999,38180,10.07,40.66
1278,3,6,6,6,6,6,0,999,999,999,999,32184,10.08,41.01
1279,3,7,7,7,7,7,9,999,999,999,999,99999,10.09,40.84
1280,3,6,6,6,6,7,0,999,999,999,999,99999,10.1,40.81
1281,1,6,6,6,6,6,0,999,999,999,999,26745,10.11,40.76
1282,1,6,6,6,6,6,0,19.46,0.01,19.91,0.02,21900,10.13,40.77
1283,3,7,7,7,7,7,0,22.56,0.1,999,999,30810,10.2,41.01
1284,1,6,6,6,6,6,0,999,999,999,999,32418,10.22,41.27
1285,1,5,7,7,7,7,0,999,999,999,999,99999,10.27,41.48
1286,1,5,7,7,7,7,0,999,999,999,999,19740,10.31,41.16
1287,3,7,7,7,7,7,0,999,999,999,999,24648,10.31,40.83
1288,3,6,6,6,6,6,0,999,999,999,999,30743,10.32,40.47
1289,3,6,6,6,6,6,0,999,999,999,999,99999,10.32,40.73
1290,3,6,6,6,7,7,0,999,999,999,999,15547,10.33,40.66
1291,3,6,6,6,6,6,0,999,999,999,999,30071,10.34,40.83
1292,1,6,6,6,6,6,0,999,999,999,999,28130,10.35,40.6
1293,3,6,6,6,6,6,0,999,999,999,999,15525,10.35,40.76
1294,3,5,7,7,7,7,0,999,999,999,999,99999,10.38,40.99
1295,3,7,7,7,7,7,0,999,999,999,999,40301,10.39,40.66
1296,3,6,6,6,6,6,0,999,999,999,999,30561,10.39,40.71
1297,3,6,6,6,6,6,0,999,999,999,999,11546,10.4,40.89
1298,3,6,6,6,6,6,0,999,999,999,999,32977,10.41,40.97
1299,3,6,6,6,6,6,0,999,999,999,999,39872,10.42,40.77
1300,1,7,7,7,7,7,0,999,999,999,999,99999,10.45,41.88
1301,1,6,6,6,6,6,0,999,999,999,999,35097,10.45,40.85
1302,3,6,6,6,6,6,0,999,999,999,999,14055,10.46,40.75
1303,3,6,6,6,6,6,9,999,999,999,999,10229,10.46,41.34
1304,3,5,7,7,7,7,0,999,999,999,999,23481,10.47,40.91
1305,3,6,7,6,6,6,0,999,999,999,999,10779,10.51,40.9
1306,4,6,6,6,6,6,0,999,999,999,999,30058,10.52,40.95
1307,3,7,7,7,7,7,0,999,999,999,999,25297,10.52,40.8
1308,4,6,6,6,6,6,0,999,999,999,999,99999,10.53,40.89
1309,3,6,6,6,6,7,9,18.09,0.01,17.78,0.01,-256,10.54,40.8
1310,3,6,6,6,6,6,0,18.96,0.03,19.59,0.04,-72,10.56,40.77
1311,3,6,6,6,6,7,9,999,999,999,999,99999,10.56,40.84
1312,3,6,7,6,7,6,9,19.97,0.02,19.76,0.03,99999,10.57,40.92
1313,1,6,6,6,6,6,9,999,999,21.15,0.15,99999,10.58,40.87
1314,4,6,6,6,7,6,9,20.13,0.05,19.69,0.06,99999,10.59,41.24
1315,3,6,7,6,6,6,9,20.26,0.03,20.13,0.03,99999,10.63,40.89
1316,1,7,7,7,7,7,9,19.88,0.03,20.02,0.04,99999,10.66,41.85
1317,1,7,7,7,7,7,9,18.21,0.01,18.46,0.03,99999,10.67,40.3
1318,1,7,6,6,6,6,9,20.52,0.04,20.67,0.05,99999,10.69,41.14
1319,1,6,6,6,6,6,9,999,999,999,999,-537,10.72,40.74
1320,4,7,6,6,6,7,9,999,999,999,999,99999,10.73,41.03
1321,3,7,7,7,7,5,9,999,999,999,999,99999,10.74,41.38
1322,3,6,6,6,6,6,9,999,999,19.04,0.03,99999,10.77,41.85
1323,1,6,6,6,6,6,9,18.43,0.02,18.41,0.03,99999,10.79,41.32
1324,1,6,6,6,6,6,9,17.2,0.01,17.47,0.01,99999,10.8,40.93
1325,1,6,6,6,6,6,9,20.45,0.04,20.5,0.05,99999,10.81,41.64
1326,1,7,7,7,7,7,9,999,999,999,999,-442,10.81,41.9
1327,4,6,6,6,6,6,9,999,999,999,999,99999,10.82,41.47
1328,1,6,6,6,6,6,0,999,999,999,999,99999,10.83,40.99
1329,3,6,6,6,6,6,9,999,999,999,999,99999,10.83,41.66
1330,1,6,6,6,6,6,0,999,999,999,999,-65,10.85,41.65
1331,5,6,7,6,7,7,9,19.62,0.02,19.89,0.03,-265,10.86,41.59
1332,4,6,6,6,6,6,0,999,999,999,999,-23,10.87,41.01
1333,3,7,7,7,7,7,0,22.14,0.08,999,999,-81,10.89,41.73
1334,5,6,6,6,7,6,5,999,999,999,999,-208,10.92,41.49
1335,1,6,6,6,7,6,0,19.81,0.03,999,999,-113,10.94,41.66
1336,1,7,6,6,6,7,0,20.72,0.1,999,999,-157,10.94,41.37
1337,1,6,6,6,6,6,5,999,999,999,999,15,10.95,41.13
1338,1,6,6,6,6,6,0,20.91,0.07,999,999,-150,10.96,41.7
1339,5,7,6,6,6,6,9,19.45,0.02,19.42,0.02,99999,10.97,41.64
1340,3,7,7,7,7,7,0,999,999,999,999,7,10.97,41.75
1341,3,6,6,6,6,6,9,999,999,999,999,99999,10.98,41.33
1342,5,7,7,7,7,7,0,21.61,0.03,999,999,19,10.99,41.42
1343,3,6,6,6,6,6,0,22.27,0.18,999,999,-136,11.02,41.54
1344,3,6,6,6,6,6,0,999,999,999,999,-50,11.03,41.82
1345,3,5,7,7,7,7,0,22.59,0.13,999,999,99999,11.03,41.8
1346,3,6,6,6,6,6,0,999,999,999,999,5,11.03,41.78
1347,1,6,6,6,6,6,0,999,999,999,999,-93,11.04,41.86
1348,1,7,7,7,7,7,0,999,999,999,999,-48,11.05,41.35
1349,3,6,6,6,6,7,0,999,999,999,999,1,11.09,41.7
1350,1,6,6,6,6,6,0,21.23,0.08,999,999,-29,11.11,41.59
1351,3,7,7,6,6,7,0,999,999,999,999,-103,11.11,41.97
1352,3,5,7,7,7,7,0,999,999,999,999,-53,11.13,41.87
1353,1,6,6,6,6,6,5,999,999,999,999,-62,11.15,41.63
1354,1,6,6,6,6,6,9,999,999,999,999,-408,11.18,41.69
1355,3,5,7,7,7,7,9,23.1,0.39,999,999,-465,11.2,41.78
1356,3,6,6,6,6,6,9,999,999,22.8,0.39,-71,11.21,41.85
1357,3,6,6,6,6,6,9,999,999,999,999,-117,11.24,41.94
1358,3,7,7,7,7,7,9,999,999,999,999,40,11.25,41.55
1359,1,7,6,6,6,6,9,22.62,0.18,999,999,-135,11.26,41.83
1360,3,6,6,6,6,6,9,999,999,999,999,99999,11.26,41.39
1361,1,6,6,6,6,6,9,999,999,999,999,99999,11.27,41.71
1362,3,6,6,6,6,6,9,999,999,999,999,99999,11.28,41.59
1363,3,5,7,7,7,7,9,999,999,999,999,99999,11.28,41.95
1364,3,6,6,6,6,6,5,999,999,999,999,99999,11.31,41.53
1365,1,6,6,6,6,7,9,999,999,999,999,99999,11.33,41.83
1366,3,7,6,6,7,6,9,999,999,999,999,99999,11.42,41.88
1367,3,7,7,7,7,7,9,999,999,999,999,99999,11.42,40.66
1368,1,6,6,6,6,6,9,999,999,999,999,99999,11.43,41.96
1369,1,6,6,6,6,6,9,999,999,999,999,99999,11.47,41.96
1370,3,7,7,7,7,7,9,999,999,999,999,99999,11.47,42.09
1371,3,7,7,7,7,7,9,999,999,999,999,99999,11.71,41.71
1372,3,7,7,7,7,7,5,999,999,999,999,99999,11.81,40.64
1373,1,7,7,7,7,7,0,999,999,999,999,99999,11.82,41.05
1374,1,5,7,7,7,7,9,999,999,999,999,99999,11.98,41.46
1375,1,5,7,7,7,7,9,999,999,999,999,99999,12.06,41.49
1376,3,7,7,7,7,7,5,999,999,999,999,99999,12.07,41.39
1377,3,7,7,7,7,7,5,999,999,999,999,99999,12.17,41.93
1378,2,7,7,7,7,7,9,999,999,999,999,-65,8.35,40.08
1379,2,7,7,7,7,7,9,999,999,999,999,99999,8.38,39.86
1380,2,7,7,7,7,7,9,999,999,999,999,99999,8.4,39.68
1381,2,5,7,7,7,7,9,999,999,999,999,99999,8.64,40.05
1382,2,5,5,5,5,5,5,999,999,999,999,-16,8.84,41.93
1383,2,7,7,7,7,7,9,999,999,999,999,-55,8.89,41.2
1384,2,5,7,7,7,7,5,999,999,999,999,-1,8.94,39.66
1385,2,7,7,7,7,7,5,999,999,999,999,-102,8.99,39.63
1386,2,5,7,7,7,7,5,999,999,999,999,-67,9,40.94
1387,2,7,7,7,7,7,5,999,999,999,999,-39,9.01,39.81
1388,2,7,7,7,7,7,5,999,999,999,999,41,9.01,41.25
1389,2,7,7,7,7,7,5,999,999,999,999,-33,9.02,40.92
1390,2,7,7,7,7,7,5,999,999,999,999,-49,9.13,41.19
1391,3,5,7,7,7,7,5,999,999,999,999,-15,9.14,40.63
1392,3,7,7,7,7,7,5,999,999,999,999,-201,9.29,40.19
1393,3,7,7,7,7,7,5,999,999,999,999,26,9.33,40.8
1394,2,5,7,7,7,7,5,999,999,999,999,-97,9.38,40.61
1395,2,6,6,6,6,7,5,999,999,999,999,-12,9.38,40.31
1396,2,6,6,6,6,6,9,999,999,999,999,-24,9.39,40.09
1397,2,5,7,7,7,7,5,999,999,999,999,-65,9.4,40.59
1398,2,7,7,7,7,7,5,999,999,999,999,-11,9.47,41.52
1399,2,6,6,6,6,7,5,999,999,999,999,-54,9.48,40.29
1400,2,7,7,7,7,7,5,999,999,999,999,-62,9.5,41.57
1401,3,6,6,6,6,6,5,999,999,999,999,10,9.55,40.65
1402,3,6,6,6,6,6,9,999,999,999,999,-16,9.68,40.42
1403,3,6,6,6,6,6,5,999,999,999,999,-28,9.7,40.52
1404,3,7,7,7,7,7,9,999,999,999,999,-61,9.79,40.47
1405,2,7,7,7,7,7,5,999,999,999,999,-81,9.81,41.96
1406,2,7,7,7,7,7,5,999,999,999,999,-18,9.85,42.03
1407,2,7,7,7,7,7,5,999,999,999,999,-82,9.86,42.12
1408,3,6,6,6,6,6,5,999,999,999,999,-97,9.93,40.87
1409,2,7,7,7,7,7,5,999,999,999,999,49,9.94,42.12
1410,3,7,7,7,7,7,9,999,999,999,999,-51,9.94,40.89
1411,3,6,6,6,6,6,5,999,999,999,999,-106,9.96,40.76
1412,3,7,7,7,7,7,5,999,999,999,999,-50,10,41.76
1413,3,7,7,7,7,7,5,999,999,999,999,-3,10,40.37
1414,3,6,6,6,6,6,5,999,999,999,999,-21,10,40.81
1415,3,6,6,6,6,6,5,999,999,999,999,-91,10.02,40.73
1416,2,7,7,7,7,7,9,999,999,999,999,-131,10.02,41.79
1417,2,7,7,7,7,7,5,999,999,999,999,-50,10.03,41.97
1418,3,7,7,7,7,7,5,999,999,999,999,-77,10.04,41.02
1419,2,7,7,7,7,5,5,999,999,999,999,-26,10.06,41.69
1420,2,6,6,6,6,6,5,999,999,999,999,-151,10.06,40.62
1421,2,5,7,7,7,7,5,999,999,999,999,-38,10.08,40.52
1422,3,6,6,6,6,6,5,999,999,999,999,-54,10.1,40.63
1423,2,5,5,5,5,5,5,999,999,999,999,-62,10.12,41.7
1424,3,7,7,7,7,7,5,999,999,999,999,-7,10.13,40.66
1425,3,7,7,7,7,7,5,999,999,999,999,-44,10.13,42.01
1426,2,5,7,7,7,7,5,999,999,999,999,-45,10.15,41.79
1427,3,6,6,6,6,6,5,999,999,999,999,-12,10.15,40.65
1428,3,6,6,6,6,6,5,999,999,999,999,-87,10.16,40.63
1429,3,7,7,7,7,7,5,999,999,999,999,-14,10.18,41.39
1430,2,5,7,7,7,7,5,999,999,999,999,-59,10.21,41.71
1431,3,7,7,7,7,7,5,999,999,999,999,-47,10.22,41.54
1432,3,5,7,7,7,7,5,999,999,999,999,-63,10.23,41.98
1433,3,5,7,7,7,7,5,999,999,999,999,-28,10.23,41.47
1434,3,7,7,7,7,7,9,999,999,999,999,46,10.24,41.53
1435,2,6,6,6,6,6,5,999,999,999,999,-138,10.24,40.74
1436,3,6,6,6,6,6,5,999,999,999,999,2,10.24,41.01
1437,3,6,6,6,6,6,5,999,999,999,999,-115,10.24,41.06
1438,2,5,7,7,7,7,5,999,999,999,999,11,10.24,41.13
1439,2,7,7,7,7,7,9,999,999,999,999,-31,10.26,41.74
1440,3,5,7,7,7,7,5,999,999,999,999,-119,10.26,41.14
1441,3,6,6,6,6,6,5,999,999,999,999,-20,10.27,41.19
1442,2,7,7,7,7,7,9,999,999,999,999,-7,10.27,42.22
1443,1,6,6,6,6,7,5,999,999,999,999,-30,10.27,41.13
1444,2,6,6,6,6,6,9,999,999,999,999,-105,10.28,41.16
1445,3,7,7,7,7,7,5,999,999,999,999,-97,10.28,42.05
1446,2,6,6,6,6,6,5,999,999,999,999,39,10.29,41.17
1447,2,6,6,6,6,6,5,999,999,999,999,-59,10.3,40.39
1448,2,7,7,7,7,7,5,999,999,999,999,-96,10.3,41.6
1449,3,5,7,7,7,7,5,999,999,999,999,-118,10.3,42.24
1450,2,7,7,7,7,7,5,999,999,999,999,-46,10.3,41.66
1451,3,6,6,6,6,6,5,999,999,999,999,-73,10.31,41.15
1452,3,6,6,6,6,6,5,999,999,999,999,34,10.32,40.87
1453,3,6,6,6,6,6,5,999,999,999,999,-36,10.33,40.75
1454,2,5,7,7,7,7,5,999,999,999,999,4,10.36,40.51
1455,3,6,6,6,7,6,5,999,999,999,999,-148,10.36,40.79
1456,2,6,6,6,6,6,5,999,999,999,999,-40,10.36,40.69
1457,3,7,7,7,7,7,5,999,999,999,999,-202,10.41,40.99
1458,3,7,7,7,7,7,5,999,999,999,999,-68,10.41,40.88
1459,3,7,7,7,7,7,5,999,999,999,999,31,10.41,40.73
1460,2,6,6,6,7,7,5,999,999,999,999,-22,10.42,40.97
1461,3,5,7,7,7,7,5,999,999,999,999,-81,10.43,40.89
1462,4,6,6,6,6,6,5,999,999,999,999,-2,10.45,40.79
1463,3,6,6,6,6,6,9,999,999,999,999,38,10.46,40.79
1464,1,7,6,6,6,6,5,999,999,999,999,-56,10.48,40.79
1465,2,6,6,6,6,6,9,999,999,999,999,-127,10.49,40.5
1466,3,6,6,6,6,6,5,999,999,999,999,-64,10.5,40.77
1467,3,6,6,6,6,6,5,999,999,999,999,-28,10.52,40.79
1468,3,5,7,7,7,7,5,999,999,999,999,-113,10.53,40.87
1469,5,6,6,6,7,6,5,999,999,999,999,-8,10.53,41.02
1470,3,7,7,7,7,7,5,999,999,999,999,-28,10.56,40.85
1471,2,5,7,7,7,7,5,999,999,999,999,-17,10.57,41.41
1472,2,5,5,5,5,5,5,999,999,999,999,-36,10.57,41.4
1473,3,6,6,6,6,6,5,999,999,999,999,-78,10.57,40.86
1474,3,6,6,6,6,6,5,999,999,999,999,-136,10.58,41.45
1475,3,6,6,6,6,6,5,999,999,999,999,-31,10.58,40.86
1476,3,7,7,7,7,7,9,999,999,999,999,-46,10.59,41.47
1477,2,7,7,7,7,7,0,999,999,999,999,-13,10.59,40.37
1478,3,7,7,7,7,7,0,999,999,999,999,74,10.6,41.63
1479,2,5,5,5,5,5,0,20.78,0.11,999,999,99999,10.6,40.61
1480,3,7,7,7,7,7,0,20.49,0.03,20.96,0.06,-723,10.6,41.35
1481,3,6,6,6,6,6,9,999,999,999,999,-58,10.62,40.86
1482,2,6,6,6,6,6,9,999,999,999,999,-64,10.64,41.18
1483,5,5,7,7,7,7,5,999,999,999,999,-126,10.65,40.56
1484,3,6,6,6,6,6,0,999,999,999,999,11,10.65,40.87
